0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
0.000000000000000000e+00,1.100042338750254478e+00,2.397670743584527642e-01,4.827586918525925835e-02
5.805992113597645554e-01,5.968106276119812259e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.805992113597645554e-01,5.968106276119812259e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.805992113597645554e-01,5.968106276119812259e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.805992113597645554e-01,5.968106276119812259e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.805992113597645554e-01,5.968106276119812259e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.805992113597645554e-01,5.968106276119812259e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.805992113597645554e-01,5.968106276119812259e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.805992113597645554e-01,5.968106276119812259e-01,0.000000000000000000e+00,0.000000000000000000e+00
