0.000000000000000000e+00,1.055186126543236798e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241283311e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543233849e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241282200e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543240441e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241283311e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543235410e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241282200e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543240961e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241283311e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543240788e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241283311e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543236624e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241283311e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543234369e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241282200e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543234022e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241282200e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543235410e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241282200e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543236451e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241283311e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543234369e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241282200e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543240441e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241283311e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543240614e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241283311e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543240614e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241283311e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.055186126543239573e-02,9.074872817084335130e-01,0.000000000000000000e+00,8.768868550241283311e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,9.901005714299977445e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.163957797399453709e-01,6.076332924194907115e-01
0.000000000000000000e+00,7.473945646865935988e-01,0.000000000000000000e+00,2.870211336929419654e-01,8.076093991273696204e-01,3.840921137922809758e-01
0.000000000000000000e+00,7.473945646865935988e-01,0.000000000000000000e+00,2.870211336929419654e-01,8.076093991273696204e-01,3.840921137922809758e-01
0.000000000000000000e+00,7.473945646865935988e-01,0.000000000000000000e+00,2.870211336929419654e-01,8.076093991273696204e-01,3.840921137922809758e-01
0.000000000000000000e+00,7.473945646865935988e-01,0.000000000000000000e+00,2.870211336929419654e-01,8.076093991273696204e-01,3.840921137922809758e-01
0.000000000000000000e+00,7.473945646865935988e-01,0.000000000000000000e+00,2.870211336929419654e-01,8.076093991273696204e-01,3.840921137922809758e-01
0.000000000000000000e+00,7.473945646865935988e-01,0.000000000000000000e+00,2.870211336929419654e-01,8.076093991273696204e-01,3.840921137922809758e-01
0.000000000000000000e+00,7.473945646865935988e-01,0.000000000000000000e+00,2.870211336929419654e-01,8.076093991273696204e-01,3.840921137922809758e-01
0.000000000000000000e+00,7.473945646865935988e-01,0.000000000000000000e+00,2.870211336929419654e-01,8.076093991273696204e-01,3.840921137922809758e-01
